"","ctrl_1","ctrl_2","ctrl_3","ctrl_4","BLZ_1","BLZ_2","BLZ_3","PD1_PDL1_1","PD1_PDL1_2","PD1_PDL1_3","PD1_PDL1_4","combo_1","combo_2","combo_3","combo_4"
"17533961",2.93696201699717,4.3124029483562,4.10353278434624,3.27727285088099,3.5043902966756,3.3018193410484,3.58150042470799,3.56749509437946,3.54538505808772,3.96788550625615,3.58150042470799,3.30772872886083,3.83358600401992,3.87970449488962,3.80487022258414
"17550418",8.57416635655127,8.37006648722004,7.97517158621256,8.46171412275451,7.95722347434066,8.23027866003568,7.87584132234058,8.04907531351103,7.85233621112472,8.1845826758993,7.66012262687823,8.38969142620915,8.26206852919809,7.9605361434202,6.61932111319922
"17540902",2.72061900395557,2.63320389885154,3.14475579452017,3.32919823019497,2.8746296280054,2.99772945897622,2.95370793048766,1.98806949573237,2.54128981269596,3.61250032977475,2.26424065981614,2.11244383377356,2.53137318691609,3.1083308014352,3.8403913874285
"17296653",6.02850371588011,5.59973710927469,5.85448781530081,5.2735347277831,5.22759259087104,5.33117744209286,5.09508686273375,4.95989604600315,5.37758736049958,5.43247013328592,5.44909885720989,5.27128344059411,5.90075295572111,5.33544769303942,4.29976367215766
"17449820",4.50964940694197,3.68186019223053,4.42764878437087,4.41254996910157,3.70667528271747,4.87813715815322,4.35016867284803,4.69890313335477,4.77817380847085,4.79714138683055,3.39362750581942,3.60551364469157,4.56455058526727,3.98802752715349,3.24003193456287
"17366244",3.22743749302509,3.41345335365847,3.6394141948084,2.81863838229111,3.31676634235793,3.13844144947614,3.27578987749195,2.80172460306226,4.13711271574652,2.80976835308092,2.8421349097916,3.00009716825057,3.12992969288043,4.55302540238239,4.66286745357841
"17240303",2.70844443957371,3.26348445671509,3.54183353157012,3.92264467856831,3.07277643266412,2.6880144088547,3.9840050165619,2.9989521727919,4.21717293532326,3.01790601187275,3.57255699783012,4.27253007753108,4.09888494788998,3.02891032794704,5.43082466360022
"17521259",3.81245401872971,3.77162439929988,3.15575680217177,3.30323031007017,3.58043641579297,3.3419509031833,3.3419509031833,3.42238715955986,3.64807242909252,3.41589904527307,3.06118586588791,3.15904955264869,3.08668501297802,3.06233991703361,2.87333115767004
"17481188",2.62846952722152,2.96498879918187,3.36191809148416,2.96310692426974,2.85323828860627,2.90350649141905,2.60402378647705,3.13071851660812,3.16153095734196,3.20033319083795,2.6412397866039,3.00699174673919,3.11660098977166,3.68611716281617,2.88165192734886
"17547719",4.04965766999378,4.00145670692653,5.13182107075012,4.69340927882718,4.80141709359807,3.90133729107713,4.18747589040579,4.15054738679331,5.18453023658857,3.66273903768381,5.2546393105338,5.13972541898127,4.72765047990154,4.48763054410711,5.25066054606062
"17242320",2.43964969817376,3.25597454932682,3.52408012457071,2.97170993915864,2.29224181784317,3.01657307347592,2.84742591679389,2.77644499069072,2.99706668687862,2.85693861587303,3.26625152570563,2.7245908261182,3.49471851929017,3.3560507942598,2.88141594793273
"17550492",6.88720269595356,6.60229419571994,6.12044865689297,6.52483213025994,6.39741768931264,6.54788694527919,6.40663398203329,6.23435460694232,5.89789050089703,6.83908302358786,6.44333734986575,6.43170625318632,6.72753704851081,6.02036899827652,5.93608020787068
"17341161",6.48404431678047,6.20299540596208,5.92922265525429,6.79701554154814,6.2908328505605,6.53725680817718,6.16450916133735,5.93449204462857,6.50149830864475,6.18885976920654,7.07017147821295,6.98677467034111,6.62301385866626,6.70904349894995,7.36821818552937
